Department,Course Title,Course No.,Related Dept,Related Dept 2,Related Dept 3
IER,Bangla Literature: Genres and Styles,PreACL 212,Bangla, English,
IER,History of Bangla Literature,PreACL 213,History, English,Bangla
IER,English Language and Literature (16th to 20th Century),PreACL 223,English,,
IER,Mathematics-Two: Differential and Integral Calculus,PreACS 312,Mathematics,,
IER,"Physics-Two: Heat, Thermodynamics and Optics",PreACS 322,Physics,,
IER,Chemistry-Two: Organic Chemistry,PreACS 332,Chemistry,,
IER,"Botany-Two: Plant forms-2, Plant Anatomy and Plant Ecology",PreACS 342,Botany,,
IER,Zoology-Two: Comparative Anatomy and Physiology of Vertebrates,PreACS 352,Zoology,,
IER,"Child Development: Concept, Theory and Application",PreACSE 383,Development Studies,,
IER,Human Anatomy and Physiology,PreACSE 384,,,
IER,Behavioural Concern and Management for Children with Special Educational Needs,PreACSE 385,Management,,
IER,History-Two: History of Bangladesh,PreACSS 232,History, Bangla,
IER,Geography-Two: Human Geography,PreACSS 242,Geography and Environmental Science,,
IER,Economics-Two: The Economy of Bangladesh,PreACSS 252,Economics, Bangla,
IER,Political Science-Two: Political Organization and Systems,PreACSS 262,Political Science,,
IER,Sociology-Two: Sociological Theories,PreACSS 272,Sociology, Philosophy,
IER,Introduction to Computer Applications and Concepts,PreCT 110,CSE,,
IER,Education in Bangladesh,PrePC 112,Bangla,,
IER,Human Resource Management,PreACBE 402,Management,,
IER,Principles of Marketing,PreACBE 406,Marketing,,
IER,International Business,PreACBE 407,,,
IER,Introduction to Finance,PreACBE 411,Finance,,
IER,Language Skills,PreACC 102,,,
IER,Bangla Literary Works,PreACL 214,Bangla,,
IER,History of English Language and Linguistics,PreACL 224,History, English,
IER,Transformational Grammar and Branches of Linguistics,PreACL 225,,,
IER,"Botany-Three: Cell Biology, Genetics, Biotechnology, Biodiversity and Evolution",PreACS 343,Botany,GEB,
IER,Mathematics-Three: Special Functions and Differential Equations,PreACS 313,Mathematics,,
IER,Physics-Three: Electromagnetism,PreACS 323,Physics,,
IER,Chemistry-Three: Inorganic Chemistry,PreACS 333,Chemistry,,
IER,"Zoology-Three: Ethology, Embryology and Advanced Zoology",PreACS 353,Zoology,,
IER,Educational Approaches for Children with Special Educational Needs,PreACSE 386,,,
IER,Communication Strategies for Children with Disabilities,PreACSE 387,Commuinication & Journalism,,
IER,Children with Physical Disabilities,PreACSE 388,,,
IER,History-Three: History of Europe and Contemporary World,PreACSS 233,History,,
IER,Geography-Three: Geography of Bangladesh,PreACSS 243,Bangla,Geography and Environmental Science,
IER,"Economics-Three: Money, Banking, International Trade and Public Finance",PreACSS 253,Economics,Banking & Insurance, Finance
IER,Political Science-Three: British Rule and the Emergence of Bangladesh,PreACSS 263,Bangla, Political Science,
IER,Sociology-Three: Sociology of Organizations,PreACSS 273,Sociology,,
IER,Educational Psychology,PrePC 113,Psychology,,
IER,Statistics in Education,PrePC 126,Statistics,,
IER,Organizational Behavior,PreACBE 403,,,
IER,Business Communication,PreACBE 408,Commuinication & Journalism,,
IER,Corporate Laws and Governance,PreACBE 412,LAW,,
IER,English (Compulsory)-Two: Developing Advanced English Language Skills,PreACC 106,English,,
IER,Relationship of Language and Literature with Other Knowledge Areas,PreACL 215,English,,
IER,Language and Educational Thoughts of Bangali Scholars,PreACL 216,,,
IER,"Discourse Analysis, and Research in ELT",PreACL 226,,,
IER,Mathematics-Four: Methods of Applied Mathematics,PreACS 314,Mathematics,,
IER,Physics-Four: Modern Physics,PreACS 324,Physics,,
IER,Chemistry-Four: Industrial and Environmental Chemistry,PreACS 334,Chemistry, Environmental Science,
IER,Botany-Four: Plant Function and Plant Systematics,PreACS 344,Botany,,
IER,"Zoology-Four: Ecology, Wildlife and Economic Zoology",PreACS 354,Zoology,,
IER,Early Intervention for Children with Special Educational Needs,PreACSE 389,,,
IER,Assessment and Diagnosis for Children with Disabilities,PreACSE 390,,,
IER,Introduction to Autism Spectrum Disorder,PreACSE 391,,,
IER,History-Four: History of Education,PreACSS 234,History,,
IER,Geography-Four: Regional Geography: World's Continents,PreACSS 244,Geography and Environmental Science,,
IER,Economics-Four: Economics and Education,PreACSS 254,Economics,,
IER,Political Science-Four: Politics and Education,PreACSS 264,Political Science,,
IER,Sociology-Four: Social Structures of Bangladesh,PreACSS 274,Bangla,Sociology,
IER,Introduction to Educational Assessment,PrePC 117,,,
IER,Instructional Technology,PrePC 114,,,
IER,Philosophical Foundation of Education,PrePC 115,,,
IER,Organisation and Management of Educational Institutions,PrePC 118,Management,,
IER,Teaching Language Arts in the Elementary Level,PreTC 131,,,
IER,Teaching Mathematics in the Elementary Level,PreTC 132,Mathematics,,
IER,Teaching Environmental Studies in the Elementary Level,PreTC 133,Environmental Science,,
IER,Teaching Bangla,PreTC 134,Bangla,,
IER,Teaching English,PreTC 135,English,,
IER,Teaching Social Studies: One,PreTC 136,,,
IER,Teaching Social Studies: Two,PreTC 137,,,
IER,Teaching Mathematics,PreTC 138,Mathematics,,
IER,Teaching Physical Science,PreTC 139,,,
IER,Teaching Biological Science,PreTC 140,Philosophy,,
IER,Teaching Children with Special Educational Needs: One,PreTC 141,,,
IER,Teaching Children with Special Educational Needs: Two,PreTC 142,,,
IER,Teaching Business: One,PreTC 151,,,
IER,Teaching Business: Two,PreTC 152,,,
IER,Sociological Foundation of Education,PrePC-116,Philosophy,,
IER,Introduction to Curriculum,PrePC-120,,,
IER,Value Education,PrePC-121,,,
IER,Inclusion in Education,PrePC-127,,,
IER,Micro-Teaching and Simulation,PrePCP 151 &,,,
IER,Practicum: Internship,PrePCP 161 to,,,
IER,Education and Development,PrePC 119,Development Studies,,
IER,Gender Education,PrePC 122,,,
IER,Environmental Education,PrePC 123,Environmental Science,,
IER,Nonformal and Lifelong Education,PrePC 124,,,
IER,Introduction to Educational Research,PrePC 125,,,
Bangla,Bangladesh Studies,BNG-101,,,
Bangla,History and Culture of Bengali Nation,BNG-101,History,,
Bangla,"Poetics: Form, Content, Metre and Rhetoric",BNG-102,,,
Bangla,Bangla Poetry-1,BNG-103,,,
Bangla,Sociology,BNG-104,Sociology,,
Bangla,History of Bangla Literature: Ancient and Medieval period (650–1800),BNG-105,History,English,
Bangla,Bangla Novel-1,BNG-106,,,
Bangla,Phonetics and Bangla Grammar,BNG-107,,,
Bangla,English Language - 1,BNG-108,English,,
Bangla,ICT Fundamentals and Advanced MS Office Skills,BNG-204,,,
Bangla,History of Bangla Literature: Modern period (1801–1947),BNG-201,History,English,
Bangla,Bangla Poetry-2,BNG-202,,,
Bangla,Philosophy,BNG-203,Philosophy,,
Bangla,Fundamentals of Information and communication Technology,BNG-204,Commuinication & Journalism,,
Bangla,Bangla Short Story-1,BNG-205,,,
Bangla,Bangla Drama-1,BNG-206,,,
Bangla,Literature of Bangladesh: A History (1947–2000),BNG-207,History,English,
Bangla,English Language – 2,BNG-208,English,,
Bangla,Bangla Poetry-3,BNG-301,,,
Bangla,Bangla Essay-1,BNG-302,,,
Bangla,Bangla Novel-2,BNG-303,,,
Bangla,Linguistics,BNG-304,,,
Bangla,Bangla Poetry-4,BNG-305,,,
Bangla,Psychology,BNG-306,Psychology,,
Bangla,Folkloristics and Bangla Folk Literature,BNG-307,English,,
Bangla,Literary Theory and Bangla Literary Criticism,BNG-308,,,
Bangla,Bangla Short Story-2,BNG-401,,,
Bangla,Bangla Drama-2,BNG-402,,,
Bangla,Literary Research: Theory and Practice,BNG-403,,,
Bangla,English Literature,BNG-404,English,,
Bangla,History of Bangla Language and Manuscript Reading,BNG-408,History,,
Bangla,Bangla Essay-2,BNG-405,,,
Bangla,Bangla Novel-3,BNG-406,,,
Bangla,Classical Literature,BNG-407,English,,
Bangla,Development of Bangla Language and Manuscript-Reading,BNG-408,Development Studies,,
Bangla,Literature of Bangladesh Liberation Struggle,BNG-409,English,,
Bangla,Thesis,BNG-410,,,
Biochemistry & Molecular Biology,Biophysical Chemistry,BMB-101,,,
Biochemistry & Molecular Biology,Bioorganic Chemistry,BMB-102,,,
Biochemistry & Molecular Biology,Cells and Biomolecules,BMB-103,,,
Biochemistry & Molecular Biology,Peptides and Proteins,BMB-104,,,
Biochemistry & Molecular Biology,Molecular Biology-I,BMB-105,,,
Biochemistry & Molecular Biology,Laboratory Work,BMB-106,,,
Biochemistry & Molecular Biology,Viva-voce,BMB-107,,,
Biochemistry & Molecular Biology,Foundation Course in English,BMB-151,English,,
Biochemistry & Molecular Biology,Basic Microbiology,BMB-152,Microbiology,,
Biochemistry & Molecular Biology,Basic Biology and Biodiversity,BMB-153,,,
Biochemistry & Molecular Biology,Introduction to Applied Biology,BMB-154,,,
Biochemistry & Molecular Biology,Enzymes,BMB-201,,,
Biochemistry & Molecular Biology,Carbohydrate Metabolism,BMB-202,,,
Biochemistry & Molecular Biology,Biological Membrane and Lipid Metabolism,BMB-203,Philosophy,,
Biochemistry & Molecular Biology,Endocrinology,BMB-204,,,
Biochemistry & Molecular Biology,Molecular Biology-II,BMB-205,,,
Biochemistry & Molecular Biology,Laboratory Work,BMB-206,,,
Biochemistry & Molecular Biology,Viva-voce,BMB-207,,,
Biochemistry & Molecular Biology,Human Physiology,BMB-251,,,
Biochemistry & Molecular Biology,Computer Basics and Data Analysis,BMB-252,CSE,,
Biochemistry & Molecular Biology,Metabolism of Nitrogenous Compounds,BMB-301,,,
Biochemistry & Molecular Biology,Biochemistry of Natural Products,BMB-302,,,
Biochemistry & Molecular Biology,Human Nutrition,BMB-303,,,
Biochemistry & Molecular Biology,Molecular Biology-III,BMB-304,,,
Biochemistry & Molecular Biology,Molecular Genetics,BMB-305,GEB,,
Biochemistry & Molecular Biology,Plant Biochemistry,BMB-306,Botany,,
Biochemistry & Molecular Biology,Basic Immunology,BMB-307,,,
Biochemistry & Molecular Biology,Laboratory Science and Clinical Biochemistry,BMB-308,,,
Biochemistry & Molecular Biology,Laboratory Work,BMB-309,,,
Biochemistry & Molecular Biology,Viva-voce,BMB-310,,,
Biochemistry & Molecular Biology,Applied Biostatistics,BMB-351,Statistics,,
Biochemistry & Molecular Biology,Microbiology,BMB-352,Microbiology,,
Biochemistry & Molecular Biology,Cell Biology,BMB-401,,,
Biochemistry & Molecular Biology,Plant Biotechnology,BMB-402,Botany,GEB,
Biochemistry & Molecular Biology,Pharmaceutical and Food Biotechnology,BMB-403,GEB,,
Biochemistry & Molecular Biology,Molecular Biology-IV,BMB-404,,,
Biochemistry & Molecular Biology,Biochemistry of Cancer,BMB-405,,,
Biochemistry & Molecular Biology,Virology,BMB-406,,,
Biochemistry & Molecular Biology,Immunology,BMB-407,,,
Biochemistry & Molecular Biology,Biochemistry of Drugs,BMB-408,,,
Biochemistry & Molecular Biology,Neurobiochemistry,BMB-409,,,
Biochemistry & Molecular Biology,Applied Human Nutrition,BMB-410,,,
Biochemistry & Molecular Biology,Basic Bioinformatics,BMB-411,,,
Biochemistry & Molecular Biology,Research Methodology,BMB-412,,,
Finance,Business English and Communication,BUSCOMF-101,English, Commuinication & Journalism,
Finance,Computer Applications in Business,CABF-102,CSE,,
Finance,Principles of Accounting,ACCF-103,Accounting,,
Finance,Business Finance,BFF-104,,,
Finance,Bangladesh Studies,BSF-105,Bangla,,
Finance,Legal Environment of Business,LAWF-109,LAW, Environmental Science,
Finance,Principles of Marketing,MKTF-110,Marketing,,
Finance,Mathematics for Business,MBF-108,Mathematics,,
Finance,Principles of Management,MGTF-106,Management,,
Finance,Business Statistics,STATIF-107,Statistics,,
Finance,Mathematics for Business,BMF-108,Mathematics,,
Finance,Financial Accounting and Reporting,FARF-201,Accounting,,
Finance,Microeconomics,MICROF-202,Economics,,
Finance,Financial Management,FMF-203,Management,,
Finance,Calculus for Business,CBF-205,Mathematics,,
Finance,Law and Practice of Banking,LPBF-204,LAW,Banking & Insurance,
Finance,Business Taxation,TAXF-206,,,
Finance,Applied Statistics,STATIIF-207,Statistics,,
Finance,Macroeconomics,MACROF-208,Economics,,
Finance,Financial Markets and Institutions,FMIF-209,,,
Finance,Insurance and Risk Management,IRMF-210,Management,Banking & Insurance,
Finance,Auditing,AUDITF-301,,,
Finance,Managerial Accounting,MAF-302,Accounting,,
Finance,Capital Investment Decisions,CIDF-303,,,
Finance,Organizational Behavior,OBF-304,,,
Finance,International Trade and Finance,ITFF-305,,,
Finance,Financial Statement Analysis and Valuation,FSAVF-306,,,
Finance,Analysis of Financial Investment,AFIF-307,,,
Finance,Human Resource Management,HRMF-308,Management,,
Finance,Monetary Economics,MEF-309,Economics,,
Finance,Finance and Development,FDF-310,Development Studies,,
Finance,Corporate Finance,CFF-401,,,
Finance,Commercial Bank Management,CBMF-402,Management,,
Finance,Investment Banking and Lease Financing,IBLFF-403,Banking & Insurance,,
Finance,Operations Research,ORF-404,,,
Finance,Working Capital Management,WCMF-405,Management,,
Finance,Entrepreneurship and Project Development,EPDF-406,Development Studies,,
Finance,Portfolio Management,PMF-407,Management,,
Finance,Strategic Management,SMF-408,Management,,
Finance,Introduction to Financial Derivatives,IFDF-409,,,
Finance,Alternate Investments,AIF-410,,,
Finance,Project Appraisal and Management,PAMF-411,Management,,
Finance,E-Business,EBF-412,,,
Finance,Government Finance,GFF-413,,,
Finance,Business Forecasting,BFF-414,,,
Finance,Business Ethics,BEF-415,Philosophy,,
History,Introduction to History and Historiography,HIS.111,,,
History,History of the Indian Subcontinent up to 1206,HIS.112,,,
History,History of Bengal up to 1204,HIS.113,,,
History,"History of the Indian Subcontinent, 1206-1707",HIS.121,,,
History,"History of Bengal, 1204-1765",HIS.122,,,
History,Communicative English,HIS.123,English,,
History,"History of the Indian Subcontinent, 1707-1947",HIS.211,,,
History,"History of Bengal, 1765-1947",HIS.212,,,
History,Historical Geography (Emphasis on Indian Subcontinent and Bengal),HIS.213,Geography and Environmental Science,,
History,Ancient Civilizations,HIS.221,,,
History,History of Bangla Language and Literature,HIS.222,Bangla,English,
History,"History of Medieval Europe, 476-1453",HIS.223,,,
History,Emergence of Bangladesh,HIS.311,Bangla,,
History,"Bangladesh: Archeology, Heritage, and Culture",HIS.312,Bangla,,
History,"History of Europe, 1453-1789",HIS.313,,,
History,"History of England, 1660-1919",HIS.314,,,
History,Islamic Civilization up to 1258,HIS.321,,,
History,"History of Europe, 1789-1871",HIS.322,,,
History,History of Philosophy (Select Topics),HIS.323,Philosophy,,
History,"History of USA, 1776-1945",HIS.324,,,
History,Principles of Economics and Economic Thought,HIS.411,Economics,,
History,"History of Modern Russia and USSR, 1861-1991",HIS.412,,,
History,Far East and Southeast Asia in Modern Times,HIS.413,,,
History,"History of Europe, 1871-1945",HIS.414,,,
History,Europe and America since 1945,HIS.421,,,
History,West Asia in Modern Times,HIS.422,,,
History,History of Africa in Modern Times,HIS.423,,,
History,South Asia since 1947,HIS.424,,,
Zoology,Botany- I (including practical),Bot1,Botany,,
Zoology,Biochemistry and Molecular Biology (including practical),ZOOL11,Chemistry,Biochemistry & Molecular Biology,
Zoology,Introductory Zoology,ZOOL101,,,
Zoology,Protozoology,ZOOL102,,,
Zoology,"Porifera, Cnidaria and Ctenophora",ZOOL103,,,
Zoology,Platyhelminthes and Nematoda,ZOOL104,,,
Zoology,Mollusca and Annelida,ZOOL105,,,
Zoology,Arthropoda and Echinodermata,ZOOL106,,,
Zoology,Field Study (Invertebrate Diversity),BMB109,,,
Zoology,Botany-II (including practical),Bot2,Botany,,
Zoology,Microbiology (including practical),Microbiol200,Microbiology,,
Zoology,Minor Phyla and Lower Chordates,ZOOL201,,,
Zoology,Chondrichthyes and Osteichthyes,ZOOL202,,,
Zoology,Amphibia and Reptilia,ZOOL203,,,
Zoology,Aves and Mammalia,ZOOL204,,,
Zoology,Cytology and Histology,ZOOL205,,,
Zoology,Developmental Biology,ZOOL206,Development Studies,,
Zoology,Animal Systematics and Nomenclature,ZOOL207,,,
Zoology,Applied and Economic Zoology,ZOOL208,,,
Zoology,Field Study (Vertebrate Diversity),ZOOL209,,,
Zoology,Comparative Vertebrate Zoology,ZOOL301,,,
Zoology,Animal Genetics,ZOOL302,GEB,,
Zoology,"Animal Behavior, Welfare and Ethics",ZOOL303,Philosophy,,
Zoology,Fundamental and Advanced Ecology,ZOOL304,,,
Zoology,"Human Physiology, Reproduction & Family Planning and Population Studies",ZOOL305,,,
Zoology,Environmental Pollution and Human Ecology,ZOOL306,Environmental Science,,
Zoology,"Evolution, Zoogeography and Paleontology",ZOOL307,Geography and Environmental Science,,
Zoology,Neurobiology and Endocrinology,ZOOL308,,,
Zoology,Ecological field studies in terrestrial and aquatic ecosystems,ZOOL309,Philosophy,,
Zoology,"Biodiversity, Biodiversity Conservation and Bioresource Management",ZOOL401,Management,,
Zoology,Radiation Biology and Biosafety Regulation,ZOOL402,,,
Zoology,Biostatistics,ZOOL403,Statistics,,
Zoology,Research Methodology,ZOOL404,,,
Zoology,Entomology,ZOOL405,,,
Zoology,Fisheries and Aquaculture,ZOOL406,Fisheries,,
Zoology,Wildlife and Wildlife Management,ZOOL407,Management,,
Zoology,General Parasitology,ZOOL408,,,
Zoology,Molecular Genetics,ZOOL409,GEB,,
Zoology,Ecological field studies in Mangrove ecosystems,ZOOL410,Philosophy,,
Botany,General Microbiology,BOT101,Microbiology,,
Botany,Lower Fungi,BOT102,,,
Botany,General Phycology,BOT103,,,
Botany,Bryophyta,BOT104,,,
Botany,Angiosperm Taxonomy,BOT105,,,
Botany,Biodiversity,BOT106,,,
Botany,"General Microbiology, Lower Fungi and General Phycology",BOT107,Microbiology,,
Botany,"Bryophyta, Angiosperm Taxonomy and Biodiversity",BOT108,,,
Botany,Viva-voce,BOT109,,,
Botany,Basic Biochemistry - I,BMB11,Chemistry,Biochemistry & Molecular Biology,
Botany,Animal Diversity,ZOOL1001,Zoology,,
Botany,Higher Fungi,BOT201,,,
Botany,"Gymnosperms, Paleobotany and Economic Botany",BOT202,,,
Botany,Anatomy,BOT203,,,
Botany,Fundamental Ecology,BOT204,,,
Botany,Cytology,BOT205,,,
Botany,Fundamental Plant Physiology,BOT206,,,
Botany,Fundamental Genetics,BOT207,GEB,,
Botany,Elementary Plant Breeding,BOT208,,,
Botany,"Higher Fungi, Gymnosperm, Paleobotany & Economic Botany, Anatomy, Synecology",BOT209,,,
Botany,"Cytology, Fundamental Plant Physiology, Fundamental Genetics, Elementary Plant Breeding",BOT210,GEB,,
Botany,Biostatistics,BOT212,Statistics,,
Botany,Soil Chemistry and Soil Fertility,Soil2,Chemistry,Soil Science,
Botany,Environmental Microbiology,BOT301,Environmental Science, Microbiology,
Botany,Plant Pathology,BOT302,,,
Botany,Advanced Phycology,BOT303,,,
Botany,Physiological Ecology and Conservation Biology,BOT304,Philosophy,,
Botany,Contemporary Systematics,BOT305,,,
Botany,Plant Biochemistry,BOT306,Chemistry,Biochemistry & Molecular Biology,
Botany,Molecular Genetics,BOT307,GEB,,
Botany,Principles of Crop Improvement,BOT308,,,
Botany,Pteridophyta,BOT309,,,
Botany,Introductory Limnology,BOT310,,,
Botany,Structural Cytogenetics,BOT311,GEB,,
Botany,Embryology of Angiosperms,BOT312,,,
Botany,"Environmental Microbiology, Plant Pathology, Advanced Phycology",BOT313,Environmental Science,Microbiology,
Botany,"Physiological Ecology & Conservation Biology, Contemporary Systematics, Plant Biochemistry",BOT314,Chemistry,Biochemistry & Molecular Biology, Philosophy
Botany,"Molecular Genetics, Principles of Crop Improvement, Pteridophyta",BOT315,GEB,,
Botany,"Introductory Limnology, Structural Cytogenetics, Embryology of Angiosperms",BOT316,GEB,,
Botany,Microbiological Techniques,BOT401,Philosophy,,
Botany,Marine Botany,BOT402,Institute of Marine Science,,
Botany,Ethnobotany,BOT403,,,
Botany,Climate Change Biology,BOT404,,,
Botany,Autecology and Environment,BOT405,Environmental Science,,
Botany,Plant Physiology and Plant Nutrition,BOT406,,,
Botany,"Genomics, Proteomics and Bioinformatics",BOT407,,,
Botany,Plant Tissue Culture and Biotechnology,BOT408,GEB,,
Botany,Horticulture and Agronomy,BOT409,,,
Botany,Biological Limnology,BOT410,Philosophy,,
Botany,Numerical Cytogenetics,BOT411,GEB,Mathematics,
Botany,Microbial Plant Pathology,BOT412,,,
Botany,Seed Pathology,BOT413,,,
Botany,Evolution,BOT414,,,
Botany,"Microbiological Techniques, Marine Botany, Biological Limnology, Ethnobotany",BOT415,Philosophy, Institute of Marine Science,
Botany,"Climate Change Biology, Microbial Plant Pathology, Seed Pathology",BOT416,,,
Botany,"Horticulture & Agronomy, Autecology & Environment, Plant Physiology & Plant Nutrition",BOT417,Environmental Science,,
Botany,"Plant Tissue Culture & Biotechnology, Genomics, Proteomics & Bioinformatics, Numerical Cytogenetics",BOT418,GEB,Mathematics,
Language & Linguistics,Introduction to Language and Linguistics,LING 101,,,
Language & Linguistics,Phonetics and Phonology,LING 102,,,
Language & Linguistics,Introduction to Morphology and Syntax,LING 103,,,
Language & Linguistics,English Language and Literature I,LING 104,English,,
Language & Linguistics,Bangladesh Studies History,GED 001,History,Bangla,
Language & Linguistics,Bangladesh Studies: Culture and Heritage,GED 002,Bangla,,
Language & Linguistics,Functional English,ENG 001,English,,
Language & Linguistics,Advanced Morphology,LING 201,,,
Language & Linguistics,Semantics and Pragmatics,LING 202,,,
Language & Linguistics,Foreign Language Study (French Language),LING 203,,,
Language & Linguistics,Bangla Language and Literature I,LING 204,English,Bangla,
Language & Linguistics,Information and Communication Technology,GED 004,Commuinication & Journalism,,
Language & Linguistics,Introduction to Anthropology,GED 005,Anthropology,,
Language & Linguistics,Statistics,GED 006,Statistics,,
Language & Linguistics,Advanced Phonetics and Phonology,LING 301,,,
Language & Linguistics,Advanced Syntax,LING 302,,,
Language & Linguistics,Writing System and Orthography,LING 303,,,
Language & Linguistics,Evolution of Linguistic Theories,LING 304,,,
Language & Linguistics,Psycholinguistics,LING 305,,,
Language & Linguistics,Sociolinguistics,LING 306,,,
Language & Linguistics,Bangla Language and Literature II,LING 307, English,Bangla,
Language & Linguistics,English Language and Literature II,LING 308,English,,
Language & Linguistics,English Language and Literature III,LING 401,English,,
Language & Linguistics,Clinical Linguistics,LING 402,,,
Language & Linguistics,Lexicology and Lexicography,LING 403,,,
Language & Linguistics,Applied Linguistics and Language Teaching,LING 404,,,
Language & Linguistics,Literary Analysis: Stylistics and Discourse Analysis,LING 405,,,
Language & Linguistics,Sign Language and Non-verbal Communication,LING 406,Commuinication & Journalism,,
Language & Linguistics,Indigenous Language Studies,LING 407,,,
Language & Linguistics,Language Survey: Field Linguistics and Research Methodology,LING 408,,,
EEE,Electrical Circuit Analysis,0713-EEE0713-EEE-1,,,
EEE,Electricity and Magnetism,0533-PHY0533-PHY-1,,,
EEE,Differential and Integral Calculus,0541-MAT0541-MAT-1,Mathematics,,
EEE,Linear Algebra and Numerical Analysis,0541-MAT0541-MAT-1,Mathematics,GEB,
EEE,English for Technical Communication,0231-GED0231-GED-1,English,Commuinication & Journalism,
EEE,Electrical Circuit Analysis Laboratory,0713-EEE0713-EEE-1,,,
EEE,Computer Aided Engineering Drawing,0732-CIV0732-CIV-1,CSE,,
EEE,Modern Physics,0533-PHY0533-PHY-1,Physics,,
EEE,Optics,0533-PHY0533-PHY-1,Physics,,
EEE,Computer Programming,0613-CSE0613-CSE-1,CSE,,
EEE,Chemistry,0531-CHE0531-CHE-1,Chemistry,,
EEE,Vector Calculus and Complex Analysis,0541-MAT0541-MAT-1,Mathematics,,
EEE,Physics Laboratory,0533-PHY0533-PHY-1,Physics,,
EEE,Computer Programming Laboratory,0613-CSE0613-CSE-1,CSE,,
EEE,Chemistry Laboratory,0531-CHE0531-CHE-1,Chemistry,,
EEE,Analog Electronics I,0714-EEE0714-EEE-2,,,
EEE,Digital Electronics,0714-EEE0714-EEE-2,,,
EEE,Solid State Physics,0714-EEE0714-EEE-2,Physics,,
EEE,Electromechanical Energy Conversion I,0713-EEE0713-EEE-2,,,
EEE,Signals and Systems,0714-EEE0714-EEE-2,,,
EEE,Ordinary and Partial Differential Equations,0541-MAT0541-MAT-2,Mathematics,,
EEE,Circuit Simulation Laboratory,0714-EEE0714-EEE-2,,,
EEE,Digital Electronics Laboratory,0714-EEE0714-EEE-2,,,
EEE,Analog Electronics II,0714-EEE0714-EEE-2,,,
EEE,Electromechanical Energy Conversion II,0713-EEE0713-EEE-2,,,
EEE,Fundamentals of Mechanical Engineering,0715-MEC0715-MEC-2,,,
EEE,Probability and Statistics,0542-STA0542-STA-2,Statistics,,
EEE,Fundamentals of Economics,0311-GED0311-GED-2,Economics,,
EEE,Analog Electronics Laboratory,0714-EEE0714-EEE-2,,,
EEE,Electromechanical Energy Conversion Laboratory,0713-EEE0713-EEE-2,,,
EEE,Mechanical Engineering Laboratory,0715-MEC0715-MEC-2,,,
EEE,Electromagnetic Theory and Antenna,0714-EEE0714-EEE-3,,,
EEE,Microprocessor and Interfacing,0714-EEE0714-EEE-3,,,
EEE,Communication Systems,0714-EEE0714-EEE-3,Commuinication & Journalism,,
EEE,Industrial and Medical Instrumentation,0714-EEE0714-EEE-3,,,
EEE,Electronic Devices,0714-EEE0714-EEE-3,,,
EEE,Industrial Management,0413-IPE0413-IPE-3,Management,,
EEE,Microprocessor and Interfacing Laboratory,0714-EEE0714-EEE-3,,,
EEE,Communication Systems Laboratory,0714-EEE0714-EEE-3,Commuinication & Journalism,,
EEE,Power System I,0713-EEE0713-EEE-3,,,
EEE,Digital Signal Processing,0714-EEE0714-EEE-3,,,
EEE,Materials Science,0714-EEE0714-EEE-3,,,
EEE,Optoelectronics and Photonics,0714-EEE0714-EEE-3,,,
EEE,Communication Theory,0714-EEE0714-EEE-3,Commuinication & Journalism,,
EEE,Financial Accounting and Cost Management,0411-GED0411-GED-3,Accounting,Management,
EEE,Power System I Laboratory,0713-EEE0713-EEE-3,,,
EEE,Digital Signal Processing Laboratory,0714-EEE0714-EEE-3,,,
EEE,Electrical Services Design and Drafting Laboratory,0713-EEE0713-EEE-3,,,
EEE,Power Electronics and Industrial Automation,0714-EEE0714-EEE-4,,,
EEE,Professional Ethics,0223-GED0223-GED-4,Philosophy,,
EEE,Power Electronics and Industrial Automation Laboratory,0714-EEE0714-EEE-4,,,
EEE,Device Fabrication Techniques,0714-EEE0714-EEE-4,,,
EEE,VLSI Circuit Design,0714-EEE0714-EEE-4,,,
EEE,VLSI Design Laboratory,0714-EEE0714-EEE-4,,,
EEE,Telecommunication Engineering,0714-EEE0714-EEE-4,Commuinication & Journalism,,
EEE,Optical Fiber Communication Systems and Networks,0714-EEE0714-EEE-4,Commuinication & Journalism,,
EEE,Optical Fiber Communication Laboratory,0714-EEE0714-EEE-4,Commuinication & Journalism,,
EEE,Power System II,0713-EEE0713-EEE-4,,,
EEE,Power System Protection,0713-EEE0713-EEE-4,,,
EEE,Power System Protection Laboratory,0713-EEE0713-EEE-4,,,
EEE,Computer Organization and Architecture,0612-CSE0612-CSE-4,CSE,,
EEE,Data and Computer Network,0612-CSE0612-CSE-4,CSE,,
EEE,Data and Computer Network Laboratory,0612-CSE0612-CSE-4,CSE,,
EEE,Big Data Analysis,0613-CSE0613-CSE-4,,,
EEE,Object Oriented Programming,0613-CSE0613-CSE-4,CSE,,
EEE,Project Work,0714-EEE0714-EEE-4,,,
EEE,Control Engineering,0714-EEE0714-EEE-4,,,
EEE,Control Engineering Laboratory,0714-EEE0714-EEE-4,,,
EEE,Quantum Mechanics,0714-EEE0714-EEE-4,Physics,,
EEE,Nanoelectronics,0714-EEE0714-EEE-4,,,
EEE,Mobile Cellular Communication,0714-EEE0714-EEE-4,Commuinication & Journalism,,
EEE,Microwave and Satellite Communication,0714-EEE0714-EEE-4,Commuinication & Journalism,,
EEE,Power System Operation and Control,0713-EEE0713-EEE-4,,,
EEE,Power Plant Engineering,0713-EEE0713-EEE-4,Botany,,
